Interest,Work_Style,Strengths,Communication_Skills,Leadership_Skills,Teamwork_Skills,Decision_Making,Aptitude_Level,Field_of_Study,Years_of_Experience,Adaptability,Time_Management,Problem_Solving,Emotional_Intelligence,Stress_Tolerance,Learning_Style,Certifications_Count,Technical_Skill_Level,Career_Goals,Location_Preference,Willing_to_Relocate,Highest_Degree,GPA,Industry_of_Experience,Internship_Experience,Remote_Work_Experience,Risk_Tolerance,Routine_vs_Dynamic_Work,Introvert_Extrovert_Score,Creativity_Score,Courses_Completed,Work_Hour_Flexibility,Workplace_Preference,Work_Life_Balance_Preference,Salary_Expectation,Value_Priority,LinkedIn_Portfolio,GitHub_Repos,Public_Speaking_Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Predicted_Career_Field
Public Relations,Independent,Analytical,Low,Medium,Low,High,Low,Law,13,Medium,High,High,High,Medium,Visual,2,Low,Consulting,Rural,Yes,Diploma,3.06,Arts,Yes,Yes,High,Routine,High,High,1,9â€“5,On-site,Low,<30k,Recognition,Yes,20,No,Low,High,High,Medium,Low,Marketing
Education,Flexible,Strategic,Medium,Low,Medium,High,Medium,Hospitality Management,2,High,Medium,Low,High,Low,Kinesthetic,3,Low,Journalism,Rural,No,Masters,2.33,Finance,Yes,Yes,Low,Routine,High,High,3,Freelance,Hybrid,High,<30k,Security,Yes,16,No,Medium,Medium,Medium,High,Medium,Mechanical Engineer
Business,Independent,Strategic,Low,High,Low,Medium,Low,Mechanical Engineering,16,Medium,Medium,Medium,High,Medium,Auditory,0,Medium,Finance,Rural,Yes,PhD,2.41,Healthcare,Yes,Yes,High,Dynamic,Medium,Medium,3,9â€“5,Remote,High,60kâ€“100k,Security,No,12,No,Medium,Medium,Low,High,Medium,Dentist
Finance,Flexible,Creative,High,Low,Medium,High,Low,Medicine,7,High,Medium,High,Low,Medium,Reading/Writing,4,Medium,Medical,Urban,No,PhD,3.84,Healthcare,Yes,No,High,Routine,Low,Medium,6,Shifts,Remote,Low,60kâ€“100k,Innovation,Yes,14,No,High,High,High,High,Medium,Design
Mathematics,Independent,Creative,Medium,Low,Medium,Medium,Low,Hospitality Management,14,High,Low,Low,High,High,Kinesthetic,1,Low,Engineering,Urban,No,Masters,2.56,Tech,No,No,Medium,Dynamic,High,Low,0,Freelance,Remote,High,<30k,Recognition,No,3,No,Medium,Medium,High,High,Medium,Sales
Doctor,Flexible,Creative,Medium,High,Low,Low,Low,Marketing,12,Medium,Medium,Medium,High,Medium,Auditory,1,High,Arts,Urban,Yes,Masters,3.45,Law,Yes,No,Low,Routine,Medium,Medium,2,Freelance,On-site,High,>100k,Recognition,Yes,17,No,Medium,High,Low,Low,Low,Finance
Human Resources,Collaborative,Practical,High,Medium,High,Low,Low,Education,1,High,High,Low,High,High,Kinesthetic,1,Medium,Business,Rural,Yes,Masters,3.96,Law,No,No,Low,Routine,High,High,2,Shifts,On-site,Medium,30kâ€“60k,Helping Others,No,2,Yes,Medium,High,High,Low,High,Technology
Legal,Flexible,Strategic,Medium,High,Low,Low,Medium,Statistics,5,Low,Medium,Low,High,Medium,Auditory,3,Medium,Arts,Rural,No,Diploma,2.96,Education,No,Yes,High,Routine,High,Low,2,Shifts,Remote,Low,<30k,Innovation,Yes,12,Yes,High,Low,Low,Medium,Low,Journalism
Technology,Independent,Strategic,Medium,Low,High,Low,Low,Architecture,14,Low,Low,High,Medium,Medium,Kinesthetic,1,Low,Design,Urban,No,Bachelors,2.67,Education,No,No,Medium,Dynamic,Low,Medium,3,9â€“5,On-site,Low,60kâ€“100k,Helping Others,No,9,Yes,Medium,Low,Low,High,Medium,Chef
Legal,Flexible,Creative,Low,Medium,Medium,High,Medium,Physics,18,High,High,Medium,Medium,Medium,Kinesthetic,3,Low,Marketing,Urban,No,PhD,2.17,Law,Yes,No,Medium,Routine,Low,Medium,4,9â€“5,Hybrid,Low,30kâ€“60k,Recognition,No,4,No,High,Low,High,High,Medium,Actuary
Legal,Independent,Strategic,Low,Low,Low,High,Low,Engineering,17,Medium,High,Medium,Medium,Low,Kinesthetic,3,Medium,Consulting,Urban,No,Diploma,3.85,Finance,Yes,Yes,High,Routine,Medium,Low,4,Shifts,On-site,Low,60kâ€“100k,Recognition,No,5,Yes,High,High,Medium,High,Low,Data Scientist
Mathematics,Collaborative,Analytical,Medium,High,Medium,Medium,Medium,Nursing,1,High,Medium,Low,Low,Low,Auditory,3,Medium,Hospitality,Urban,Yes,Bachelors,3.22,Arts,Yes,No,Low,Routine,High,Low,8,Shifts,Hybrid,High,<30k,Helping Others,Yes,4,No,Low,High,Medium,High,High,Journalism
Human Resources,Independent,Practical,High,Low,High,Medium,Medium,Computer Science,19,High,High,Medium,High,High,Auditory,2,Low,Mathematics,Flexible,Yes,Masters,2.89,Retail,Yes,Yes,Medium,Dynamic,Medium,Medium,5,Shifts,Remote,High,>100k,Security,Yes,19,No,Medium,High,High,Medium,Medium,Mechanical Engineer
Sales,Flexible,Practical,High,Low,High,High,Medium,Finance,0,High,Low,Medium,Low,Low,Auditory,2,High,Sales,Rural,No,Diploma,3.36,Healthcare,Yes,Yes,Low,Routine,High,Low,5,9â€“5,Remote,Low,<30k,Helping Others,No,17,Yes,Low,Medium,Medium,Medium,Medium,Chef
Technology,Collaborative,Strategic,Low,Low,Medium,Low,Low,Education,11,Medium,High,Medium,Low,Low,Visual,4,Medium,Design,Rural,Yes,Diploma,3.13,Finance,Yes,Yes,Low,Routine,Medium,Medium,6,Shifts,Hybrid,Medium,>100k,Security,No,19,Yes,Medium,High,High,Low,High,UX/UI Designer
Mathematics,Independent,Strategic,High,High,Medium,Medium,Low,Physics,7,High,Low,High,Medium,Medium,Reading/Writing,2,High,Technology,Rural,Yes,PhD,3.02,Law,Yes,Yes,High,Dynamic,Low,Medium,5,Freelance,On-site,Medium,>100k,Helping Others,No,17,No,Low,Low,Low,Medium,Medium,Education
Lawyer,Flexible,Strategic,Medium,Medium,Medium,High,Low,Medicine,17,High,High,High,Medium,Medium,Kinesthetic,5,Low,Technology,Urban,No,Diploma,2.46,Finance,Yes,Yes,High,Routine,Low,Medium,5,Freelance,Hybrid,Low,60kâ€“100k,Security,No,13,Yes,High,Medium,High,Low,Medium,Lawyer
Architecture,Collaborative,Analytical,Medium,Low,Low,Medium,Medium,Nursing,12,Medium,Medium,Low,Medium,Low,Auditory,0,Low,Medical,Flexible,Yes,Masters,3.62,Education,No,No,High,Routine,High,Low,0,Freelance,On-site,Medium,<30k,Innovation,Yes,16,Yes,Medium,Low,Medium,High,Medium,Arts
Finance,Collaborative,Analytical,High,Low,Low,Medium,Low,Marketing,10,Medium,Medium,High,High,Medium,Kinesthetic,4,Low,Public Relations,Rural,No,Bachelors,3.41,Retail,Yes,Yes,Low,Dynamic,High,Low,10,Freelance,On-site,High,>100k,Security,No,0,Yes,Medium,Medium,Medium,High,Low,Engineering
Business,Collaborative,Analytical,Low,Low,Medium,High,Medium,Graphic Design,16,Low,Medium,Low,Medium,High,Visual,2,Medium,Consulting,Flexible,No,PhD,3.4,Tech,No,Yes,Medium,Routine,Medium,Low,1,Freelance,Hybrid,Low,>100k,Security,No,14,Yes,High,Medium,Low,Medium,Medium,Legal
Business,Flexible,Creative,Medium,High,High,Medium,Medium,Journalism,18,Medium,Medium,Medium,Medium,Low,Reading/Writing,1,Medium,Public Relations,Rural,Yes,Bachelors,2.83,Education,Yes,Yes,Low,Dynamic,High,Medium,10,Freelance,Hybrid,High,30kâ€“60k,Innovation,No,18,Yes,High,High,Low,Medium,High,Business
Finance,Independent,Practical,Medium,Low,Low,High,Low,Fine Arts,18,Medium,High,Medium,Medium,Medium,Visual,1,Medium,Engineering,Rural,No,Bachelors,2.21,Retail,Yes,Yes,High,Dynamic,Low,Low,7,Shifts,Remote,Medium,30kâ€“60k,Security,No,17,Yes,Low,Low,Low,Low,High,Sales
Legal,Flexible,Creative,Medium,High,High,Low,Medium,Psychology,6,Low,High,Medium,High,Low,Auditory,3,Low,Mathematics,Urban,No,Bachelors,3.98,Tech,No,Yes,Medium,Dynamic,High,Medium,4,Shifts,On-site,Medium,<30k,Security,No,4,No,Medium,Medium,Low,Medium,High,Engineering
Arts,Collaborative,Strategic,Low,High,Medium,Medium,Low,Engineering,8,Medium,Low,Low,Medium,High,Kinesthetic,4,Medium,Architecture,Rural,Yes,Masters,3.87,Arts,Yes,No,Low,Dynamic,Medium,Low,5,9â€“5,Remote,Low,>100k,Innovation,Yes,1,Yes,High,Low,Medium,Low,Low,Technology
Mathematics,Collaborative,Analytical,Medium,High,Medium,High,Medium,Engineering,11,Low,High,Low,Medium,Low,Kinesthetic,1,High,Teaching,Flexible,Yes,Masters,2.14,Arts,Yes,No,Medium,Routine,Medium,High,10,Freelance,Hybrid,Medium,<30k,Helping Others,No,18,No,Low,Low,Low,Medium,High,Geologist
Journalism,Collaborative,Practical,Medium,Medium,High,Medium,Medium,Education,15,Medium,High,High,Medium,Medium,Auditory,3,Medium,Teaching,Flexible,Yes,PhD,2.43,Retail,Yes,No,Medium,Routine,Medium,Low,10,Freelance,Remote,Medium,<30k,Innovation,No,2,Yes,Medium,Medium,Low,Medium,High,Doctor
Public Relations,Collaborative,Strategic,Low,High,Low,High,Low,Chemistry,2,Medium,Medium,Medium,Low,Medium,Visual,4,Low,Sales,Rural,No,Masters,3.41,Finance,No,Yes,Medium,Dynamic,Low,High,6,Shifts,Remote,High,60kâ€“100k,Recognition,Yes,14,No,High,High,Low,High,Medium,Finance
Sales,Flexible,Analytical,Low,High,High,Low,Low,Computer Science,0,Low,Low,Medium,Medium,High,Kinesthetic,0,Low,Sales,Rural,No,PhD,2.82,Construction,Yes,No,Medium,Dynamic,High,Low,10,Shifts,Hybrid,Medium,<30k,Innovation,No,8,Yes,High,Medium,High,Medium,Low,Therapist
Education,Collaborative,Analytical,Low,Medium,Medium,High,Low,Psychology,11,Medium,High,Low,High,Low,Kinesthetic,2,Medium,Human Resources,Rural,No,PhD,3.01,Education,Yes,No,Low,Dynamic,Low,High,2,9â€“5,Hybrid,Medium,>100k,Recognition,No,19,Yes,High,Low,Medium,Low,High,Medical
Business,Independent,Strategic,Low,Medium,Low,Low,Medium,Accounting,14,Low,High,Medium,Medium,Medium,Reading/Writing,0,High,Design,Rural,No,PhD,3.6,Law,Yes,Yes,High,Dynamic,High,Medium,8,Freelance,Remote,High,60kâ€“100k,Recognition,No,8,Yes,Low,Low,Medium,Low,Medium,Game Developer
Engineering,Flexible,Strategic,Medium,Low,Medium,High,Medium,Law,19,High,Medium,High,High,Medium,Reading/Writing,2,Medium,Technology,Urban,Yes,Diploma,3.81,Law,Yes,Yes,Medium,Dynamic,Low,Medium,4,9â€“5,Remote,Low,<30k,Recognition,Yes,1,Yes,Medium,Medium,Medium,Low,Low,Public Relations
Teaching,Collaborative,Practical,Medium,Medium,Medium,Low,Medium,Hospitality Management,19,Low,Low,Medium,High,Low,Reading/Writing,1,High,Education,Urban,Yes,Masters,3.45,Retail,No,No,High,Dynamic,Medium,High,4,9â€“5,On-site,Low,>100k,Innovation,Yes,18,No,Medium,Medium,Medium,High,Medium,Astronomer
Business,Collaborative,Creative,High,High,High,High,Medium,History,14,Low,High,Low,Medium,Medium,Auditory,1,High,Doctor,Rural,Yes,Diploma,3.7,Construction,Yes,No,Medium,Dynamic,Medium,Medium,3,Shifts,On-site,Medium,60kâ€“100k,Helping Others,Yes,12,Yes,Medium,Medium,Medium,Medium,Medium,Animator
Technology,Flexible,Analytical,Medium,Medium,Medium,High,Low,Nursing,1,High,Medium,Medium,Medium,Low,Kinesthetic,1,High,Sales,Urban,No,Bachelors,3.83,Education,No,No,High,Dynamic,Medium,Medium,7,Freelance,On-site,Medium,<30k,Security,Yes,7,No,Medium,High,Low,Medium,Medium,Flight Attendant
Lawyer,Independent,Creative,Medium,High,High,High,Low,Fine Arts,10,Low,Low,Medium,Medium,High,Auditory,4,Low,Design,Rural,No,PhD,3.1,Tech,No,Yes,High,Routine,Medium,Medium,1,Shifts,Hybrid,High,>100k,Innovation,Yes,13,Yes,High,Low,Low,Medium,High,Hotel Manager
Public Relations,Collaborative,Strategic,Low,High,Medium,Low,Low,Chemistry,4,Low,Medium,Low,Medium,Medium,Auditory,0,Medium,Sales,Flexible,Yes,PhD,3.02,Finance,Yes,Yes,High,Dynamic,Low,High,6,Shifts,Hybrid,Low,>100k,Recognition,Yes,1,Yes,Medium,Medium,Low,High,High,Design
Business,Collaborative,Analytical,Low,Medium,High,High,Low,Education,19,Low,Low,High,Medium,High,Reading/Writing,4,Low,Doctor,Rural,No,PhD,2.75,Arts,No,No,Medium,Dynamic,High,Low,5,Shifts,On-site,High,>100k,Recognition,Yes,3,No,Medium,Medium,High,Low,Medium,Hospitality
Technology,Collaborative,Creative,Medium,Medium,Medium,Medium,Low,Hospitality Management,16,Medium,Medium,Low,Medium,Medium,Auditory,0,Medium,Finance,Urban,Yes,Masters,2.7,Retail,Yes,Yes,Medium,Dynamic,Medium,Low,7,9â€“5,On-site,High,<30k,Innovation,No,12,No,Medium,Low,High,High,Low,UX/UI Designer
Human Resources,Collaborative,Creative,Low,High,Low,High,Low,Engineering,2,Low,Low,High,High,Medium,Visual,1,Low,Hospitality,Rural,Yes,Bachelors,2.4,Education,No,No,Medium,Dynamic,High,High,5,9â€“5,Hybrid,High,>100k,Recognition,No,9,No,Medium,High,Medium,High,Medium,UX/UI Designer
Doctor,Independent,Creative,High,Medium,Low,High,Medium,Information Technology,2,Medium,Medium,Medium,Low,High,Visual,2,Low,Human Resources,Flexible,Yes,Diploma,3.03,Education,No,No,Low,Routine,Medium,Medium,3,Shifts,On-site,Low,30kâ€“60k,Recognition,No,8,No,Low,Medium,High,High,High,Legal
Journalism,Flexible,Analytical,High,High,Medium,Medium,Medium,Sociology,14,High,Low,Low,Medium,Low,Visual,5,Low,Arts,Flexible,Yes,Masters,3.42,Retail,No,Yes,Medium,Dynamic,Low,Medium,8,Freelance,On-site,Low,>100k,Security,No,4,Yes,High,Low,Medium,Low,High,Event Planner
Lawyer,Flexible,Creative,High,Low,Medium,Medium,Low,Engineering,3,Medium,Medium,Low,Medium,High,Reading/Writing,0,Medium,Journalism,Rural,Yes,Diploma,2.93,Tech,Yes,No,Medium,Dynamic,Low,Medium,8,9â€“5,On-site,High,<30k,Security,Yes,11,No,Low,High,Medium,Low,Medium,Biotechnologist
Finance,Flexible,Creative,Medium,Low,High,Medium,Medium,Business Administration,5,Medium,Medium,High,Low,High,Auditory,2,Low,Public Relations,Flexible,No,PhD,3.44,Tech,Yes,No,High,Dynamic,Low,High,6,Shifts,On-site,Low,>100k,Helping Others,No,8,No,Medium,Medium,Medium,High,Low,Sales
Medical,Collaborative,Practical,Medium,Medium,High,Low,Low,Philosophy,12,Medium,Medium,Low,Medium,Medium,Auditory,3,Low,Engineering,Rural,No,Bachelors,3.07,Education,No,Yes,High,Dynamic,Medium,High,5,Freelance,On-site,Low,<30k,Innovation,No,17,No,Medium,High,Low,Medium,Medium,Legal
Public Relations,Independent,Creative,Medium,Medium,Medium,Low,Medium,Sociology,17,Medium,Low,Low,Low,Low,Visual,5,Medium,Technology,Urban,No,PhD,2.73,Arts,Yes,No,Medium,Dynamic,Medium,High,3,9â€“5,Hybrid,Low,60kâ€“100k,Security,No,10,No,Low,Medium,Medium,High,Low,Software Developer
Arts,Collaborative,Strategic,Medium,Low,Medium,Medium,Low,Physics,0,High,High,High,Low,Medium,Auditory,4,High,Medical,Urban,Yes,Diploma,2.3,Construction,Yes,No,High,Dynamic,Low,Medium,4,Shifts,Hybrid,High,60kâ€“100k,Recognition,Yes,19,No,Medium,Medium,Medium,Low,High,Financial Planner
Legal,Independent,Creative,High,Medium,High,Medium,Low,Mathematics,18,Medium,Medium,Low,High,High,Auditory,2,Low,Engineering,Flexible,No,Diploma,3.95,Arts,Yes,No,Low,Dynamic,Medium,Low,10,Freelance,Hybrid,High,60kâ€“100k,Recognition,No,12,Yes,High,High,Medium,Medium,High,Consulting
Education,Flexible,Analytical,Low,Medium,High,Medium,Low,Law,19,High,Low,Low,Low,High,Kinesthetic,3,High,Engineering,Urban,No,Masters,3.73,Retail,No,No,Medium,Routine,High,Low,4,9â€“5,Hybrid,Low,<30k,Recognition,Yes,3,No,Medium,High,Medium,High,Low,Pharmacist
Sales,Collaborative,Strategic,Low,High,Low,Medium,High,Economics,11,Medium,High,High,Low,Medium,Auditory,1,High,Medical,Rural,Yes,Masters,2.36,Finance,Yes,Yes,Medium,Dynamic,High,Medium,6,Freelance,On-site,High,60kâ€“100k,Innovation,Yes,13,No,Medium,Medium,Low,Medium,High,Animator
Public Relations,Flexible,Creative,Medium,Low,Low,Low,Low,Nursing,8,Medium,High,High,Low,Low,Reading/Writing,5,Medium,Lawyer,Flexible,No,Masters,2.48,Retail,No,Yes,High,Dynamic,Medium,Low,6,Freelance,Remote,High,30kâ€“60k,Security,No,14,Yes,Medium,Low,High,Low,Low,Sales
Engineering,Collaborative,Practical,Low,High,High,Medium,Low,Economics,13,Low,High,Low,Low,High,Reading/Writing,3,High,Human Resources,Flexible,Yes,Diploma,3.63,Tech,Yes,No,Medium,Dynamic,High,Medium,3,Freelance,Hybrid,Medium,30kâ€“60k,Innovation,Yes,19,Yes,High,High,Low,High,Medium,Marketing
Mathematics,Independent,Analytical,High,Low,High,Medium,Low,Civil Engineering,11,Medium,Medium,Medium,Low,Low,Visual,3,Low,Hospitality,Rural,Yes,Diploma,2.74,Healthcare,Yes,Yes,High,Routine,High,Medium,0,9â€“5,Remote,Low,>100k,Recognition,Yes,19,No,High,Medium,Medium,Medium,Low,Actuary
Sales,Collaborative,Creative,Low,Low,Low,Low,Medium,Mechanical Engineering,3,Medium,Medium,High,High,Low,Visual,1,High,Medical,Flexible,No,PhD,2.33,Retail,No,No,Low,Dynamic,Medium,Medium,3,9â€“5,Hybrid,Low,<30k,Security,No,6,Yes,Low,Low,Medium,High,Medium,Finance
Medical,Collaborative,Strategic,High,High,High,Low,Medium,Civil Engineering,4,Medium,Medium,Medium,Low,Low,Auditory,1,High,Technology,Rural,No,Bachelors,3.96,Law,No,No,High,Routine,Low,High,9,9â€“5,Remote,High,<30k,Innovation,Yes,11,No,Low,Medium,Medium,High,Low,Mechanical Engineer
Journalism,Collaborative,Analytical,High,High,High,Medium,Low,Mechanical Engineering,16,Low,Low,Medium,Medium,Low,Auditory,2,Medium,Sales,Urban,Yes,Masters,2.55,Finance,Yes,Yes,Medium,Dynamic,Low,Medium,7,Freelance,Hybrid,Medium,30kâ€“60k,Innovation,No,4,Yes,Medium,Medium,High,Low,Low,Teaching
Architecture,Flexible,Analytical,High,Low,High,Low,Low,Statistics,15,Low,High,Low,High,High,Kinesthetic,4,Low,Education,Flexible,No,PhD,3.78,Law,No,Yes,Low,Dynamic,High,High,5,Freelance,Hybrid,Low,60kâ€“100k,Innovation,No,16,No,Low,High,Medium,Low,Low,Mathematics
Lawyer,Flexible,Practical,Low,Medium,High,Low,Low,Mechanical Engineering,2,Medium,Medium,High,Low,Low,Visual,5,Medium,Technology,Flexible,Yes,PhD,3.93,Law,Yes,Yes,High,Dynamic,Low,Medium,8,9â€“5,Hybrid,Medium,<30k,Recognition,No,13,No,Medium,High,Medium,Medium,Low,Technology
Doctor,Collaborative,Analytical,Medium,Medium,Medium,Medium,Low,Engineering,9,Low,Low,Medium,Medium,Medium,Auditory,5,Medium,Mathematics,Rural,No,Masters,2.36,Retail,No,No,High,Dynamic,Low,Medium,2,Freelance,On-site,Medium,<30k,Helping Others,No,9,Yes,Medium,Medium,Low,Low,Low,Therapist
Legal,Collaborative,Strategic,Low,Low,Medium,High,Medium,Philosophy,14,Medium,Low,Medium,High,Low,Reading/Writing,5,High,Sales,Urban,No,Bachelors,3.78,Tech,No,Yes,Low,Dynamic,Low,Medium,4,9â€“5,Hybrid,High,60kâ€“100k,Innovation,No,18,No,High,Medium,Low,Medium,Medium,Veterinarian
Public Relations,Independent,Analytical,Low,High,Medium,Low,Low,Marketing,19,High,Low,Medium,Medium,High,Kinesthetic,5,Low,Education,Urban,No,PhD,3,Healthcare,Yes,Yes,High,Routine,High,Medium,10,Freelance,Remote,Low,60kâ€“100k,Innovation,No,3,Yes,Low,High,Low,Medium,High,Dentist
Lawyer,Independent,Analytical,Low,Medium,High,Low,Low,History,10,High,Medium,Low,Medium,Low,Visual,4,Medium,Architecture,Rural,No,Diploma,2.63,Tech,No,Yes,Medium,Dynamic,Medium,Medium,1,9â€“5,On-site,Low,60kâ€“100k,Helping Others,No,10,Yes,Low,Medium,High,Medium,High,Arts
Journalism,Independent,Practical,Low,High,Low,Low,Medium,Mathematics,4,Medium,Medium,Medium,Medium,High,Visual,3,High,Consulting,Flexible,Yes,Masters,3.56,Construction,No,Yes,Medium,Dynamic,High,Medium,8,Freelance,Remote,Medium,<30k,Innovation,Yes,8,No,Medium,Medium,Low,Medium,Medium,Technology
Business,Collaborative,Strategic,Medium,High,Medium,Medium,Low,Nursing,12,Medium,Medium,Low,Medium,High,Visual,0,Medium,Engineering,Flexible,No,Diploma,3.14,Arts,Yes,No,Medium,Routine,Low,Low,3,Shifts,On-site,Low,60kâ€“100k,Security,Yes,18,No,Low,Low,High,Low,Low,Game Developer
Journalism,Flexible,Strategic,Medium,Medium,High,Medium,Medium,Education,20,High,Medium,High,Low,Low,Visual,4,Low,Marketing,Urban,Yes,Diploma,3.74,Healthcare,No,No,Medium,Dynamic,Low,High,8,Freelance,Hybrid,Medium,30kâ€“60k,Recognition,No,5,No,Medium,Medium,High,High,High,Clinical Psychologist
Sales,Independent,Creative,Low,Low,High,Medium,Medium,Nursing,15,Medium,Low,High,Low,Low,Auditory,0,High,Architecture,Urban,Yes,Masters,3.33,Retail,Yes,No,High,Dynamic,Low,Low,3,Shifts,Hybrid,Low,60kâ€“100k,Recognition,No,3,No,High,Medium,Low,High,Medium,Investment Banker
Arts,Collaborative,Practical,Medium,Medium,High,Medium,Low,Chemistry,18,Low,Low,Medium,High,High,Visual,2,Low,Architecture,Rural,Yes,Bachelors,3.11,Finance,No,No,High,Dynamic,Medium,High,3,Shifts,On-site,Low,60kâ€“100k,Recognition,No,15,Yes,High,Low,Medium,Low,Low,Social Media Manager
Engineering,Independent,Strategic,Medium,Medium,High,Medium,Low,Chemistry,14,High,High,Medium,Low,High,Visual,4,Medium,Business,Flexible,Yes,Diploma,2.7,Law,No,No,Medium,Routine,Medium,Low,0,9â€“5,On-site,High,>100k,Security,No,18,No,Low,Low,Medium,High,Medium,Arts
Teaching,Flexible,Analytical,High,High,Medium,Low,Medium,Economics,6,Low,High,High,Low,High,Auditory,0,High,Engineering,Rural,No,Bachelors,2.8,Law,Yes,No,High,Dynamic,Low,High,0,9â€“5,Hybrid,Medium,<30k,Helping Others,No,4,No,High,High,Medium,High,High,Chef
Design,Flexible,Strategic,Low,Medium,Medium,Medium,Medium,History,7,Low,Medium,Low,Medium,Medium,Visual,4,Medium,Technology,Flexible,Yes,PhD,2.81,Tech,Yes,Yes,High,Routine,Medium,High,4,Shifts,On-site,Low,>100k,Helping Others,Yes,5,Yes,Low,Medium,Medium,Low,Low,Sales
Engineering,Independent,Strategic,High,Low,High,High,Medium,Graphic Design,8,Medium,Medium,Low,Medium,Low,Kinesthetic,5,Low,Design,Flexible,No,Bachelors,2.82,Healthcare,No,No,High,Routine,Medium,High,0,Freelance,On-site,High,>100k,Recognition,No,13,Yes,High,Medium,High,Low,Medium,Public Relations
Legal,Flexible,Analytical,Low,Medium,High,Medium,Medium,Public Relations,1,Medium,High,Low,Low,Low,Kinesthetic,5,Low,Sales,Rural,Yes,PhD,3.22,Construction,Yes,No,High,Routine,High,Low,9,9â€“5,On-site,Medium,>100k,Innovation,Yes,17,No,High,Medium,Medium,Medium,High,Design
Teaching,Independent,Creative,Medium,Medium,Medium,Low,Medium,Chemistry,11,Low,High,High,Low,Low,Auditory,0,Low,Sales,Urban,Yes,PhD,2.76,Law,No,No,High,Dynamic,High,Medium,0,Freelance,Hybrid,Medium,>100k,Helping Others,No,9,Yes,Low,Medium,Low,Low,Low,Architecture
Architecture,Flexible,Creative,High,Medium,Low,High,Medium,Hospitality Management,12,Medium,Medium,Medium,Low,Low,Kinesthetic,5,High,Doctor,Rural,Yes,PhD,3.67,Arts,Yes,Yes,Low,Routine,Low,Medium,6,Shifts,Hybrid,Low,60kâ€“100k,Recognition,No,13,No,High,Medium,High,Medium,High,Software Developer
Human Resources,Independent,Analytical,High,Low,Medium,High,Medium,Fine Arts,18,High,Medium,High,High,Medium,Auditory,1,Low,Legal,Flexible,No,PhD,3.56,Tech,Yes,No,High,Dynamic,Medium,High,7,9â€“5,On-site,Low,60kâ€“100k,Helping Others,Yes,4,Yes,High,Low,Medium,Low,High,Mathematics
Hospitality,Independent,Creative,High,Low,High,High,Medium,Psychology,12,Medium,Medium,Medium,Low,Low,Kinesthetic,0,High,Engineering,Flexible,Yes,Diploma,3.25,Healthcare,No,No,High,Dynamic,Medium,Medium,6,Shifts,On-site,Low,60kâ€“100k,Helping Others,No,4,No,Medium,Low,Low,Low,Medium,Architecture
Hospitality,Collaborative,Analytical,High,High,High,Low,Medium,Philosophy,16,High,Low,Medium,High,Medium,Visual,1,Medium,Marketing,Urban,No,Bachelors,3.9,Education,No,No,Medium,Routine,Low,Low,4,Shifts,On-site,Low,30kâ€“60k,Recognition,Yes,7,Yes,High,Medium,Medium,High,High,Technology
